Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,182.60407000000001,182,1430,0.29593144218911582,31.437837145487379,132.66009641257912,1.2917846233472052,-19.403838072925723,-17.001581292055675,-2.4022567808700459,97.885688860316236,9.0762792152141998,264.63382585323512,4.2523769708835575,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036743333333334,100.71216480555557,387.89537689313232,4.0423786982925023,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4909347915104867,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.1915558871507330
 2015,0,182.62490000000000,182,1500,0.43144220644422770,30.789430286831248,130.16372609446881,3.3022716923220590,-12.589411455407571,-9.6664152036374364,-2.9229962517701344,111.72656850985774,-13.252202677116658,275.11091235623695,-6.0306744102331376,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036550000000000,100.67229438888890,383.72190924948177,3.8959710600635362,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2940622809838445,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.43903847474085272
 2015,0,182.64572999999999,182,1530,0.39585670715608789,31.140026707119489,138.58481227279881,3.7250689705328215,-12.420366424874585,-11.894393791178492,-0.52597263369609237,77.486104487733030,7.1545034039308115,203.93464028485712,3.3235560655603393,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035833333333333,100.63053318055556,382.96974482170441,3.9745886383987514,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4027678414210776,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.39431206917995321
 2015,0,182.66656000000000,182,1600,0.51380309551628711,31.239081476423507,140.13095798108870,2.9900665554321679,-17.664331628644348,-16.772062136791089,-0.89226949185325888,102.70913799891905,2.0195079555272852,266.39573819398748,1.0308340268390224,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035670000000000,100.56933197222223,381.69256737302192,3.9970470458514966,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4365187193324509,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23913003622354484
 2015,0,182.68738999999999,182,1630,0.46295433835697214,30.382774162931753,137.31880003232692,3.6418561047742362,-7.1482218677043718,-6.5807604229782148,-0.56746144472615745,19.965327581423725,-17.503925075489907,143.61528433431189,-7.9209594759040893,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035610000000000,100.55588724860336,380.88249059760778,3.8065551316908142,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1780871279883458,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.3554803140404043E-002
 2015,0,182.70822000000001,182,1700,0.55946313844931117,30.238129694848112,132.86414563970033,4.5414384794078018,-8.9914789731215983,-8.9425941349607641,-4.8884838160833478E-002,38.561118654846702,-2.9580240346126390,149.60794218680113,-1.3003307265925834,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036080000000000,100.55403428770950,380.81273725776276,3.7751488794558292,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1356875701267715,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.9555621950052215E-002
 2015,0,182.72905000000000,182,1730,0.48914947473508030,30.295711213428376,131.73976212848791,3.0858887125714176,-8.6089020086483181,-8.8758187882196502,0.26691677957133142,28.040276815764003,1.1770842203741159,321.39352023647399,0.56605231510027432,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036960000000001,100.53201879993296,381.19375413508590,3.7875783529108968,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1541532793272413,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.5686844740852008E-002
 2015,0,182.74987999999999,182,1800,0.43183181596235337,29.394241371367798,136.86773389319453,4.1944042045226047,0.24375818073451416,-1.1878243509022228,1.4315825316367370,-14.924767906782694,-18.481567450520959,148.15607810235238,-8.0102597435587519,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036479999999999,100.53233656424581,383.23122442515449,3.5964659894436148,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8938493986586975,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.8553902030978738E-002
 2015,0,182.77071000000001,182,1830,0.22939358864919926,28.954631605947441,144.32449176237978,2.5977983412351469,1.7117387768906402,0.15593685565895510,1.5558019212316851,-9.3219374040868974,-9.0241354765522548,24.266454719766561,-4.1323428061058429,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005863333333334,100.51714185754190,385.44260431822391,3.5075613271062061,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7597958198733554,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.24401501845249884
 2015,0,182.79154000000000,182,1900,0.11255570177593568,28.601397223445929,141.42726257256425,1.3691267181528168,1.6315101061626942,0.89737895852691951,0.73413114763577458,-2.2650403303833961,-7.2606476882693363,5.1801661967161587,-3.0323909569422778,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.003266666666667,100.53508789106145,386.48467480458271,3.4366508932379727,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.6615911470310092,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.50186137492360694
 2015,0,182.81236999999999,182,1930,0.19326653973568811,28.377146614969774,119.46507077430250,0.62294179138018613,-1.4277423616021028,-2.0623997234124869,0.63465736181038424,1.0733424802385130,-4.6156478147153397,-46.242073224482439,-1.9392094766684103,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004406666666666,100.59785888268155,387.38431495787779,3.3921758857611830,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5988889347825168,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.6956139832264647E-002
 2015,0,182.83320000000001,182,2000,0.12638399756552257,28.010581139932071,148.19370211814027,2.5951867477746569,6.8958992043043050,3.5753207776055276,3.3205784266987770,-4.0794849826104445,-7.5545165628418136,5.0216422425964877,-3.0186439998116739,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004326666666667,100.60697786312849,392.08515648695328,3.3206278523382955,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5014466764916552,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.63817032245136129
 2015,0,182.85402999999999,182,2030,0.16254116245106157,27.569077819312668,164.31455163536205,1.6435464780675482,4.4003474956591946,1.6435380732110927,2.7568094224481019,-1.6940522480282894,-9.1149242501425309,3.5137928864096559,-3.5966052711320788,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004420000000000,100.63955534916199,395.98090472560449,3.2361929352755432,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3856052739952931,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.12455398111613857
 2015,0,182.87486000000001,182,2100,0.11653156544127886,27.585931349599775,168.60288131279501,1.6114161348011435,-5.2901550572678859,0.30797197724422615,-5.5981270345121121,-0.75781286669365966,0.34809998087748928,2.5912620504639161,7.8013013622709376E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005496666666668,100.69007773743017,388.07351290401886,3.2393416502954389,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3881168803973161,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.15114580777293640
 2015,0,182.89569000000000,182,2130,0.15312481648637197,27.632334318107667,163.54470341377947,1.7497864792206792,-1.1555640701993883,-9.0264628839671748E-002,-1.0652994413597165,1.5105238637355904,0.95856521664365379,-4.9844164528207022,0.33135578349109718,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005653333333333,100.71986283519553,386.56898321211924,3.2481284084242268,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3987837565497721,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13275860048804430
 2015,0,182.91651999999999,182,2200,0.14962060177727765,27.360087450762649,155.05788997770685,1.5198667684388889,3.0754278563484623,1.8006925598362269,1.2747352965122354,-6.6065333732046509,-5.6304121296576426,0.88194729863296972,-2.1938937721729825,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005926666666667,100.74689265363128,388.36718855225956,3.1968278428601673,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3282603277503968,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.62229520418475193
 2015,0,182.93735000000001,182,2230,0.11823589141623665,27.197909272263189,164.52094841431409,1.2279206334445094,-4.1260743308365191,-1.8675856774064714,-2.2584886534300477,4.0139787448675808,-3.3566308790763610,2.1790413934485051,-1.3054948445517807,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005973333333333,100.77112029329609,385.18373641869545,3.1666087293863603,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2863341197656446,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.76604541485916933
 2015,0,182.95818000000000,182,2300,0.15301748190212675,27.188102080702095,172.00733686343884,2.1122337333054180,-3.6867651264622214E-002,-0.33043786438341238,0.29357021311879017,1.3178476829574768,-0.20302225930695847,1.5005778490818145,-9.8166941077378056E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006086666666667,100.78829071229050,385.59745423656142,3.1647853578748886,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2831821404169101,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.11601576703157317
 2015,0,182.97900999999999,182,2330,9.9719147559868257E-002,26.982621395175045,177.63430072572402,2.3775061103502564,7.4231013755132063,2.3903650989250123,5.0327362765881940,-2.6339162915199741,-4.2573009173174041,1.7158808914420320,-1.6208717244864566,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006176666666667,100.80531572625699,392.68385705412425,3.1268730400390545,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2311933932225250,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.83771270685171240
 2015,0,183.00000000000000,183,000,9.6872152787935081E-002,26.783531061950328,186.80727953833548,2.0579861999340423,2.0948507914029912,-0.68697376492652518,2.7818245563295165,0.10937990523903704,-4.1283000274603285,-1.3911171334862951,-1.5555697656684380,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006393333333333,100.82285435754190,396.59755832418909,3.0905132064142862,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1813506007105907,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.7942115275082441E-002
 2015,0,183.02082999999999,183,030,0.12610385537456087,26.593027168998560,228.49683726188599,1.1936038906785007,7.0742643848392355,5.1500779346373280,1.9241864502019075,-8.7338493671753170,-3.9527673628764681,1.9428240121232587,-1.4552044937631077,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006580000000000,100.82425751396649,399.30290622728955,3.0560676609905131,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1347625575774458,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3734181534735057
 2015,0,183.04166000000001,183,100,0.13145258282157973,26.132569552799794,225.03873338382644,1.2323360500763845,12.527273955777696,4.1129867144286099,8.4142872413490863,-4.8416515078178843,-9.5668979174311595,0.87053271543067823,-3.4493263545105184,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006223333333333,100.80797910614525,411.11687409170770,2.9742164106213260,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0245343403404039,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.67225159831666259
 2015,0,183.06249000000000,183,130,9.3653385465549202E-002,26.119236823566723,210.46406764212222,1.9530989448811120,5.1167107989711607,2.1498790434540513,2.9668317555171089,-1.9976579336934186,-0.27696873426489182,9.7986082701220001E-002,-6.9211332103791656E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006623333333334,100.78736502793296,415.28308105654150,2.9718612617630704,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0223222668725302,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.76711434846268034
 2015,0,183.08331999999999,183,200,9.7338852156110781E-002,25.901626329475278,213.99969851808368,1.9384751389311703,15.292278567261862,6.0537592828902653,9.2385192843715966,-2.4320688432412592,-4.5228315015791916,0.51950719283061708,-1.5840614410456055,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006623333333334,100.76629907821230,428.24965310367514,2.9338687954794036,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9717307857910762,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.83195085864767138
 2015,0,183.10415000000000,183,230,0.12367413038829574,25.759618660697697,226.25944646226469,1.9690127742333665,2.9250042419145292,6.6510051841106490,-3.7260009421961198,-4.3690128991442094,-2.9520890130893043,-0.26913805091981069,-1.0059596837670546,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006903333333334,100.73957396648045,423.02118220245421,2.9092954345020541,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9396137879219801,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.72880853580948191
 2015,0,183.12497999999999,183,300,0.17588841559486104,25.736493504954922,234.09272639020799,1.5302176286681983,6.1864530115422385,6.9017154775063432,-0.71526246596410459,-7.1241237278385530,-0.48068487914331609,1.6685166318749562,-0.14769211853792460,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006903333333334,100.72221549484622,422.01740249636907,2.9053123433180090,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9348981204905216,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.41318116291364454
 2015,0,183.14581000000001,183,330,0.14680064681037452,25.518192474535681,224.91608321521500,1.4888103598735929,-0.85381586136271981,1.9707318333943444,-2.8245476947570642,-0.53010699728883559,-4.5399857995608315,0.96825571438059044,-1.5634006179237048,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006713333333334,100.70175575418995,418.05560010677380,2.8679518741635990,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8850171448671511,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2889511832766779E-002
 2015,0,183.16664000000000,183,400,0.14884734687794926,25.353154316481266,236.56202376130102,2.2236455255681427,19.088202594241974,11.177411893358551,7.9107907008834228,-6.9884347909771005,-3.4333060356705842,-0.61336304922845830,-1.1576490382791700,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006816666666667,100.67717930167598,429.14810819013934,2.8399776615392280,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8480991662475872,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.66900110607561414
 2015,0,183.18746999999999,183,430,0.11040818114876366,25.215211299745363,215.86199639034911,1.6549561571166915,5.2030940785712376,3.1431507463957353,2.0599433321755023,-1.4344400395184012,-2.8704044059342761,2.2987568190817251,-0.95934584248434951,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007226666666666,100.65824230225988,432.03576844734016,2.8167686111404322,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8175176527902672,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.33652008880017564
 2015,0,183.20830000000001,183,500,0.14590621387705754,25.306966853247729,228.54243144232549,1.2629913241597495,6.3119341537526061,4.5895927990863559,1.7223413546662505,-4.4545506530154348,1.9088499559418097,0.51817788281770916,0.64650884911104978,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007130000000000,100.66450958333334,434.45076516458033,2.8321824043517903,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8381336072044654,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.45278604749944124
 2015,0,183.22913000000000,183,530,0.11812257605242163,25.289727332221162,226.59706793834602,1.7366425637825298,1.2808566711953517,1.9478423516111154,-0.66698568041576356,-1.7879423905991449,-0.35868600438972947,1.1454342245824556,-0.13118930797836695,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007040000000000,100.67035518055556,433.51565339982022,2.8292842577244737,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8339507808422471,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.34248991366808951
 2015,0,183.24995999999999,183,600,8.2941484978455132E-002,25.170645216200057,239.73512645001708,1.9763184060209353,9.4454631573942329,6.1681772725191886,3.2772858848750435,-4.0239586150556770,-2.4790487526890637,-0.42035261429029308,-0.87019773415099433,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007130000000000,100.68875104166666,438.10772516175882,2.8093130815344973,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8062248302568342,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.2262698484646299
 2015,0,183.27079000000001,183,630,0.11275559052223878,25.042755449083074,261.97974531598459,1.3736121010969236,14.702320959016481,11.402744312335310,3.2995766466811705,-6.8710659603760682,-2.6644521970116988,0.77568416659081563,-0.94290227545712280,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007663333333333,100.72377529166667,442.72744142974051,2.7879879750110552,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7762094403955833,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.5126741540425861
 2015,0,183.29161999999999,183,700,7.1768155780324597E-002,25.085211859809021,249.61900774457641,0.80073273353853647,3.6772716950236002,2.9539192465712492,0.72335244845235092,-2.1448616939321634,0.88462634486476355,0.27247330063190717,0.27008242622335255,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007516666666668,100.74816912500000,443.74010152978587,2.7950507332556493,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7848064655311870,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.8308941944231252
 2015,0,183.31245000000001,183,730,5.9218594475716702E-002,25.351275221082858,180.93056156027106,0.72524794172930462,1.4467168390075953,0.70921556346667769,0.73750127554091749,0.67062795416959375,5.5398007431164977,-0.16980495827726966,1.8789225101046301,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007926666666666,100.76494726388889,444.77331832906782,2.8396247438198632,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8446735211175969,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.0188438434094331
 2015,0,183.33328000000000,183,800,7.1000815484818611E-002,25.814433742099311,185.89944549396529,0.86155005888908442,-2.6417142670262894,5.4511306443308296,-8.0928449113571190,-1.8722839737099612,9.6324730504368059,-4.3556753432244433,3.3097064961987432,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007880000000000,100.80192119444445,433.42206318198225,2.9187234429383930,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9503012434009088,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.6498906090083976
 2015,0,183.35410999999999,183,830,0.10809549809774747,26.278392283121718,213.11987852279316,1.1057194398868069,33.313382795051517,17.327034117818716,15.986348677232801,1.9460489108228292,9.6375739316781885,2.2109429895957375,3.7187771017054283,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038513333333334,100.83437418055554,455.87254063114068,2.9988317056437803,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0691837784109977,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.48583692453263511
 2015,0,183.37494000000001,183,900,0.24684974621698505,26.974469116210855,202.86301678429763,1.1650630140759592,14.554599326835849,32.407924277677118,-17.853324950841269,14.514325795720188,14.427024981555169,51.679556632789776,5.3202457440309114,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.040250000000000,100.83874119444445,430.74297426670711,3.1241670000110560,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2397657685624273,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.30424561793539373
 2015,0,183.39577000000000,183,930,0.31200124716823374,27.849284943474743,196.14647353311145,1.9383380722468657,-21.132539488980591,-1.0566599574083559,-20.075879531572234,19.186268976580067,18.082981704738245,93.622264273031718,6.8915905822069714,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039866666666667,100.85527040277778,402.40731639271701,3.2882338931106050,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.4615259412893948,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.19914508504882256
 2015,0,183.41659999999999,183,1000,0.31520299254148076,28.630079302469767,196.68143959042899,1.7663375549013665,-5.1821531205487847,-3.5349158815226818,-1.6472372390261032,35.154144827518849,16.101351414008089,102.04299041252938,6.3873802578199017,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039303333333333,100.87217504166667,400.07671956542367,3.4409603445029111,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.6677168075748661,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.35381569575583494
 2015,0,183.43743000000001,183,1030,0.38865680024652305,29.512591733296574,190.51718856251975,2.8558227309088977,-7.6201884611896382,-4.6537529863213623,-2.9664354748682755,25.714437298907921,18.147008276177434,148.52929402320822,7.5260412242114478,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038523333333334,100.87171083333334,395.86735985234014,3.6209865732935791,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9115860336315356,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13804558256424257
